customerkey,customercode,name,education,occupation
14337,CS25336,Chase Cook,Partial High School,Clerical
14338,CS25337,Megan Washington,Partial High School,Clerical
14343,CS25342,Seth Hill,Partial High School,Clerical
11338,CS22337,Haley Jenkins,High School,Manual
11339,CS22338,Thomas Russell,High School,Manual
11341,CS22340,Isaac Young,High School,Manual
11342,CS22341,Tristan Washington,High School,Manual
11343,CS22342,Jon Lal,Partial High School,Clerical
11344,CS22343,Brittany Powell,High School,Clerical
11346,CS22345,Amanda James,High School,Skilled Manual
11349,CS22348,Zoe Torres,High School,Skilled Manual
11351,CS22350,Riley Powell,High School,Skilled Manual
11352,CS22351,Sarah Davis,High School,Skilled Manual
11356,CS22355,Logan Jones,High School,Skilled Manual
11357,CS22356,Charles Ward,High School,Skilled Manual
11735,CS22734,Maria Adams,Partial High School,Clerical
11968,CS22967,Rachel Smith,High School,Skilled Manual
11980,CS22979,Theodore Hernandez,Partial High School,Clerical
12007,CS23006,Seth Lee,Partial College,Skilled Manual
12008,CS23007,Isaac Sanchez,Partial College,Skilled Manual
12012,CS23011,Isaiah Rivera,Partial College,Skilled Manual
12191,CS23190,Nathaniel Ramirez,Partial High School,Clerical
12249,CS23248,Bailey Peterson,High School,Manual
12250,CS23249,Tasha Nara,High School,Manual
12251,CS23250,Ashley Lee,High School,Manual
12252,CS23251,Evan Scott,High School,Manual
12255,CS23254,Jack Gonzalez,High School,Manual
12257,CS23256,Mario Chande,High School,Clerical
12259,CS23258,Megan Watson,High School,Clerical
12260,CS23259,John Taylor,High School,Clerical
12262,CS23261,Jada Peterson,High School,Clerical
12263,CS23262,Sydney Kelly,High School,Clerical
12264,CS23263,Angel Lopez,High School,Skilled Manual
11340,CS22339,Richard Nelson,High School,Manual
11348,CS22347,Abigail Long,High School,Skilled Manual
12253,CS23252,Alexia Wood,High School,Manual
12261,CS23260,Edwin Goel,High School,Clerical
6863,CS17862,Aaron Baker,High School,Skilled Manual
7411,CS18410,Joshua Davis,High School,Professional
13752,CS24751,Angela Howard,High School,Skilled Manual
5779,CS16778,Blake Hayes,Graduate Degree,Management
6699,CS17698,Xavier Butler,Graduate Degree,Skilled Manual
11345,CS22344,Krystal Yang,High School,Clerical
11353,CS22352,Elizabeth Moore,High School,Skilled Manual
7416,CS18415,Summer Mehta,Graduate Degree,Management
14004,CS25003,Tristan Russell,Partial College,Skilled Manual
14207,CS25206,Ryan Bryant,High School,Professional
14342,CS25341,Kaitlyn Cook,Partial High School,Clerical
11358,CS22357,Justin Lal,High School,Skilled Manual
7424,CS18423,Christian Jones,Partial High School,Skilled Manual
13930,CS24929,Lucas Bailey,High School,Professional
14339,CS25338,Jason Perez,Partial High School,Clerical
9968,CS20967,Casey Rowe,Partial College,Manual
11456,CS22455,Roy Kapoor,Partial College,Manual
11460,CS22459,Johnny Xu,Partial College,Manual
11463,CS22462,Lydia Chandra,Partial College,Manual
11470,CS22469,Sabrina Moreno,Partial College,Manual
9979,CS20978,Bruce Srini,Partial College,Manual
9980,CS20979,Diane Jimenez,Partial College,Manual
9981,CS20980,Matthew Miller,Bachelors,Clerical
9982,CS20981,Craig Romero,Partial College,Manual
9971,CS20970,Isaiah Richardson,Partial College,Manual
18047,CS29046,Gabriella Richardson,Bachelors,Management
18050,CS29049,Kelly Simmons,High School,Skilled Manual
18051,CS29050,Jack Russell,Partial College,Skilled Manual
18052,CS29051,Michele She,Partial College,Skilled Manual
18053,CS29052,Ian Peterson,Partial College,Skilled Manual
18057,CS29056,Angelica Griffin,Partial College,Skilled Manual
18059,CS29058,Olivia Reed,Partial College,Skilled Manual
18060,CS29059,Jocelyn Perry,Partial College,Skilled Manual
18071,CS29070,Arianna Simmons,Partial College,Skilled Manual
18074,CS29073,Melanie Barnes,Bachelors,Professional
18075,CS29074,Joan Long,Partial College,Skilled Manual
18076,CS29075,Jack Wright,Partial College,Skilled Manual
18077,CS29076,Megan Miller,Partial College,Skilled Manual
7967,CS18966,Carly Rai,Bachelors,Management
7968,CS18967,Xavier Clark,Graduate Degree,Management
7971,CS18970,Jason Roberts,Graduate Degree,Management
7974,CS18973,Kate Yuan,Bachelors,Management
10275,CS21274,Seth Scott,Partial College,Skilled Manual
10276,CS21275,Abigail Cox,Partial College,Skilled Manual
10281,CS21280,Justin Walker,Partial College,Skilled Manual
10283,CS21282,Julia Smith,Partial College,Skilled Manual
10279,CS21278,Julia King,Partial High School,Clerical
18078,CS29077,Blake Henderson,Partial College,Skilled Manual
7970,CS18969,Anna Cox,Graduate Degree,Management
10274,CS21273,Jennifer Thomas,Bachelors,Management
10282,CS21281,Andrea Hill,Partial College,Skilled Manual
18061,CS29060,David Washington,Partial College,Skilled Manual
7975,CS18974,James Rodriguez,Bachelors,Management
18134,CS29133,Sydney King,Bachelors,Skilled Manual
18137,CS29136,Caroline Bryant,Bachelors,Skilled Manual
18139,CS29138,Eduardo Wood,Bachelors,Professional
18141,CS29140,Richard Ward,Graduate Degree,Professional
18142,CS29141,Suzanne Wang,Bachelors,Professional
8121,CS19120,Caleb Sharma,Graduate Degree,Professional
8122,CS19121,Kaitlyn Blue,Graduate Degree,Professional
8123,CS19122,Abigail Hughes,Graduate Degree,Professional
18140,CS29139,Riley Coleman,Graduate Degree,Professional
18135,CS29134,Pedro Dominguez,Bachelors,Skilled Manual
10030,CS21029,Kristi Martin,High School,Manual
11526,CS22525,Julio Gutierrez,Partial College,Clerical
10083,CS21082,Jason Edwards,Partial College,Manual
10087,CS21086,Katelyn Bell,Partial College,Manual
11534,CS22533,Jake Liu,Partial High School,Manual
11538,CS22537,Xavier Jenkins,Partial High School,Manual
11542,CS22541,Stefanie Martinez,Partial College,Clerical
9861,CS20860,Preston Lopez,Graduate Degree,Clerical
9862,CS20861,Nicolas Nara,Graduate Degree,Clerical
9717,CS20716,Kristina Arun,Bachelors,Skilled Manual
9723,CS20722,Kellie Serrano,Partial College,Clerical
9730,CS20729,Aimee Zhou,Partial College,Clerical
9732,CS20731,Andre Kovár,Graduate Degree,Skilled Manual
5474,CS16473,Dawn Andersen,Partial High School,Manual
5475,CS16474,Jay Serrano,Partial High School,Manual
5535,CS16534,Claudia Holt,Graduate Degree,Clerical
9728,CS20727,Arturo Ye,Partial College,Clerical
10086,CS21085,Leslie Vazquez,Partial College,Manual
5476,CS16475,Kurt Anand,Partial High School,Manual
5940,CS16939,Bailey Evans,Partial College,Manual
5941,CS16940,Jenny Zeng,Bachelors,Clerical
5942,CS16941,Amy Yang,Partial College,Manual
5944,CS16943,Veronica Garcia,Bachelors,Clerical
5056,CS16055,Ryan Lee,Partial College,Manual
5058,CS16057,Michele Gomez,Partial College,Manual
5945,CS16944,Alejandro Raji,Bachelors,Clerical
6083,CS17082,Morgan Smith,Partial College,Clerical
6084,CS17083,Priscilla Raje,Partial College,Clerical
6087,CS17086,Xavier Anderson,High School,Manual
10673,CS21672,Craig Gomez,High School,Manual
10911,CS21910,Rebekah Perez,Partial College,Clerical
10675,CS21674,Jada Morris,Partial High School,Manual
10681,CS21680,Ricky Torres,High School,Manual
10547,CS21546,Cory Garcia,Partial High School,Skilled Manual
10550,CS21549,Jerome Ruiz,High School,Management
10551,CS21550,Kara Deng,High School,Management
10667,CS21666,Leslie Jimenez,Bachelors,Skilled Manual
10527,CS21526,Jonathon Munoz,Partial College,Professional
10537,CS21536,Billy Rubio,High School,Professional
14469,CS25468,Krista Suarez,High School,Manual
14473,CS25472,Don Malhotra,Bachelors,Skilled Manual
14487,CS25486,Edgar Rodriguez,Partial College,Clerical
14505,CS25504,Calvin Sutton,Partial College,Clerical
14509,CS25508,Melissa Cook,Partial College,Clerical
14510,CS25509,Lucas Hayes,Partial College,Clerical
14517,CS25516,Cheryl Hernandez,Partial High School,Manual
14522,CS25521,Douglas Sanchez,Partial High School,Manual
14523,CS25522,Casey Anand,Partial College,Clerical
14525,CS25524,Shaun Anand,Partial High School,Manual
14526,CS25525,Heidi Srini,Partial College,Clerical
14527,CS25526,Armando Rubio,Partial College,Clerical
14530,CS25529,Jared Sanders,Graduate Degree,Manual
14531,CS25530,Gerald Lopez,Graduate Degree,Manual
14537,CS25536,Rebekah Sai,Graduate Degree,Clerical
14542,CS25541,Gary Hernandez,Bachelors,Manual
14551,CS25550,Krista Munoz,Partial College,Manual
14552,CS25551,Ross Torres,Partial College,Manual
14553,CS25552,Riley Ward,Bachelors,Clerical
14488,CS25487,Allison Rogers,Partial College,Clerical
14534,CS25533,Suzanne Huang,Bachelors,Manual
14549,CS25548,Colleen Yuan,Bachelors,Clerical
14529,CS25528,Alexandria Butler,Partial College,Clerical
14544,CS25543,Ramon Chen,Partial College,Manual
7347,CS18346,Anna Flores,Partial College,Skilled Manual
7348,CS18347,Alyssa Clark,Partial College,Skilled Manual
7350,CS18349,Jacob Robinson,Partial College,Skilled Manual
7359,CS18358,Oscar Coleman,Partial College,Skilled Manual
7460,CS18459,Toni Sai,Partial College,Skilled Manual
7472,CS18471,Paige Stewart,Partial College,Skilled Manual
7473,CS18472,Hannah Ross,High School,Skilled Manual
7476,CS18475,Natalie Brown,High School,Skilled Manual
9108,CS20107,Danielle Morris,Partial College,Clerical
9110,CS20109,Katelyn Stewart,Partial College,Clerical
9111,CS20110,Austin Perry,Partial College,Clerical
9112,CS20111,Brittney Zhu,Partial College,Clerical
9113,CS20112,Shelby James,Graduate Degree,Skilled Manual
9115,CS20114,Joseph Thompson,Graduate Degree,Skilled Manual
9116,CS20115,Megan Jones,Partial College,Clerical
7518,CS18517,Tristan Diaz,Bachelors,Management
7520,CS18519,Alex Cook,Partial College,Professional
7527,CS18526,Kevin Hernandez,Bachelors,Professional
7529,CS18528,John Rodriguez,Partial College,Skilled Manual
9114,CS20113,Christina Murphy,Graduate Degree,Skilled Manual
7349,CS18348,Katelyn Roberts,Partial College,Skilled Manual
7519,CS18518,Stephanie Scott,Bachelors,Management
7528,CS18527,Jonathan Baker,Partial College,Skilled Manual
9109,CS20108,Glenn Gao,Partial College,Clerical
10496,CS21495,James Hughes,High School,Professional
10497,CS21496,Nichole Rai,Partial College,Professional
10498,CS21497,Patrick Cox,Partial College,Professional
10499,CS21498,Cameron Wilson,Partial College,Professional
10501,CS21500,Devin Long,Partial High School,Skilled Manual
10503,CS21502,Morgan Clark,High School,Professional
10504,CS21503,Melanie Long,High School,Professional
260,CS11259,Victoria Stewart,Partial College,Professional
264,CS11263,Trinity Richardson,Partial College,Professional
266,CS11265,Elizabeth Jones,Partial College,Professional
267,CS11266,Taylor Howard,Partial College,Professional
273,CS11272,Lauren Martinez,Partial College,Professional
274,CS11273,Nathan Lal,Partial College,Professional
9371,CS20370,Blake Young,Partial High School,Skilled Manual
9372,CS20371,Grace Bryant,Partial High School,Skilled Manual
9373,CS20372,Kaitlyn Edwards,Partial High School,Skilled Manual
9377,CS20376,Destiny Lewis,Graduate Degree,Management
9378,CS20377,Brian Reed,Graduate Degree,Management
9380,CS20379,Brittney Chen,Graduate Degree,Management
9382,CS20381,Blake Bennett,Graduate Degree,Management
9383,CS20382,Jack Hernandez,Graduate Degree,Management
9384,CS20383,Richard Hernandez,Graduate Degree,Management
9385,CS20384,Luis Gonzalez,Graduate Degree,Management
9387,CS20386,Anna Russell,Graduate Degree,Management
9388,CS20387,Jordan Adams,Graduate Degree,Management
15278,CS26277,Jacqueline Hughes,Partial College,Clerical
15281,CS26280,Jackson Jenkins,Partial College,Clerical
15282,CS26281,Ian Alexander,Partial College,Clerical
15283,CS26282,Leonard Jai,Graduate Degree,Skilled Manual
15285,CS26284,Garrett Ward,Graduate Degree,Skilled Manual
15286,CS26285,Kayla Hayes,Graduate Degree,Skilled Manual
6101,CS17100,Vincent Wang,High School,Manual
6108,CS17107,Priscilla Yuan,Partial High School,Manual
265,CS11264,Eduardo Martin,Partial College,Professional
275,CS11274,Kyle Foster,Graduate Degree,Management
15279,CS26278,Jon Wu,Partial College,Clerical
6103,CS17102,Andres Goel,High School,Manual
10500,CS21499,Bailey Ramirez,Partial College,Professional
9370,CS20369,Trevor Barnes,Partial High School,Skilled Manual
15284,CS26283,Jeremiah Diaz,Graduate Degree,Skilled Manual
9375,CS20374,Fernando Adams,Partial High School,Skilled Manual
9386,CS20385,Jason Patterson,Graduate Degree,Management
11616,CS22615,Misty Xu,Bachelors,Clerical
11624,CS22623,Jamie Suarez,Partial College,Manual
11629,CS22628,Marshall Lu,Partial College,Manual
11564,CS22563,Darren Weber,Partial College,Manual
11566,CS22565,Brenda Subram,Bachelors,Clerical
6708,CS17707,Mindy Deng,Bachelors,Manual
6705,CS17704,Nelson Moreno,Graduate Degree,Manual
11628,CS22627,Shawna Sharma,Partial College,Manual
9707,CS20706,Haley Gonzalez,Bachelors,Professional
9710,CS20709,Samuel Evans,Bachelors,Professional
9733,CS20732,Joshua Walker,Partial College,Clerical
9736,CS20735,Caitlin Cooper,Graduate Degree,Skilled Manual
9708,CS20707,Danielle Stewart,Bachelors,Professional
9734,CS20733,Sheena Luo,Partial College,Clerical
10915,CS21914,Emily Brown,Partial High School,Manual
11700,CS22699,Clarence Chande,Partial High School,Manual
11702,CS22701,Anne Navarro,High School,Manual
17692,CS28691,Alejandro Andersen,Bachelors,Clerical
17699,CS28698,Kristina Madan,Partial College,Manual
17700,CS28699,Leah Lu,Bachelors,Clerical
17706,CS28705,Ashley Powell,Partial College,Manual
17707,CS28706,Reginald Ashe,Partial College,Manual
17711,CS28710,Tyrone Vazquez,High School,Manual
17727,CS28726,Kelli Liang,Partial High School,Manual
17745,CS28744,Jenny Xu,High School,Manual
17689,CS28688,Margaret Ye,Bachelors,Clerical
11701,CS22700,Gina Serrano,Partial High School,Manual
15830,CS26829,Morgan Evans,Bachelors,Clerical
15868,CS26867,Danny Romero,Bachelors,Skilled Manual
13545,CS24544,Kellie Romero,Partial College,Professional
13549,CS24548,Crystal Liu,Bachelors,Management
13563,CS24562,Ricky Rubio,Partial College,Professional
13564,CS24563,Adriana Rodriguez,Partial College,Professional
13565,CS24564,Johnny Andersen,Bachelors,Management
13566,CS24565,Theodore Navarro,Partial College,Professional
13581,CS24580,Wesley Zhao,Partial High School,Professional
12903,CS23902,Julie Kumar,Bachelors,Clerical
12904,CS23903,Harold Subram,Bachelors,Clerical
12911,CS23910,Gabriel Perry,Partial High School,Manual
12913,CS23912,Arthur Sanchez,High School,Manual
12915,CS23914,Tonya Sharma,High School,Manual
12906,CS23905,Jose Zhang,Bachelors,Clerical
8238,CS19237,Kristy Gomez,Graduate Degree,Skilled Manual
8239,CS19238,Isabella West,Graduate Degree,Skilled Manual
8240,CS19239,Jeremy Alexander,Graduate Degree,Skilled Manual
8241,CS19240,Theresa Jimenez,Graduate Degree,Skilled Manual
8243,CS19242,Devin Baker,Graduate Degree,Skilled Manual
8244,CS19243,James Thomas,Graduate Degree,Skilled Manual
8245,CS19244,Sebastian Ward,Graduate Degree,Skilled Manual
8246,CS19245,Isaiah King,Graduate Degree,Skilled Manual
8394,CS19393,Miguel Anderson,High School,Skilled Manual
8396,CS19395,Austin Zhang,High School,Skilled Manual
8397,CS19396,Tammy Prasad,High School,Skilled Manual
8398,CS19397,Terry Shen,Bachelors,Professional
8399,CS19398,Dylan Gonzales,Bachelors,Professional
8402,CS19401,Kyle Hernandez,Graduate Degree,Professional
8403,CS19402,Jeremiah Scott,Graduate Degree,Professional
8404,CS19403,Morgan Cook,Graduate Degree,Professional
8406,CS19405,Abigail Smith,Partial College,Skilled Manual
8407,CS19406,Brooke Travers,Partial College,Skilled Manual
8409,CS19408,Taylor Richardson,Partial College,Skilled Manual
8410,CS19409,Savannah Allen,Partial College,Skilled Manual
8411,CS19410,Chloe Adams,Partial College,Skilled Manual
8414,CS19413,Xavier Kelly,Bachelors,Professional
8529,CS19528,Bailey Hall,Partial College,Skilled Manual
8530,CS19529,Bailey Parker,Graduate Degree,Professional
8531,CS19530,Lisa Liang,Graduate Degree,Professional
8532,CS19531,John Robinson,Graduate Degree,Professional
8534,CS19533,Vanessa Long,Graduate Degree,Professional
8535,CS19534,Adrian Torres,Graduate Degree,Professional
8536,CS19535,Alex Mitchell,Graduate Degree,Professional
8539,CS19538,Connor Hall,Partial College,Skilled Manual
10764,CS21763,Madison Brown,High School,Professional
10766,CS21765,Nathaniel Kelly,High School,Professional
10768,CS21767,Mariah Ramirez,Bachelors,Management
10770,CS21769,Michele Rubio,Bachelors,Management
10771,CS21770,Brandon Thomas,Bachelors,Management
10773,CS21772,Sarah Patterson,Bachelors,Management
10774,CS21773,Alyssa Rogers,Bachelors,Management
10775,CS21774,Brian James,Partial College,Professional
10776,CS21775,Sean Ramirez,Partial College,Professional
10779,CS21778,Louis Shen,Partial College,Professional
10780,CS21779,Maurice Black,Partial College,Professional
10781,CS21780,Pedro Gonzalez,Partial College,Professional
15184,CS26183,Allen Arthur,Partial High School,Clerical
15185,CS26184,Louis Lal,Partial High School,Clerical
15249,CS26248,Thomas Lewis,Partial High School,Clerical
15250,CS26249,Thomas Ross,High School,Clerical
15251,CS26250,Miguel Simmons,High School,Clerical
15254,CS26253,Dalton Wright,Partial High School,Clerical
15256,CS26255,Cameron Alexander,Partial High School,Clerical
15257,CS26256,Ronald Rana,Partial High School,Clerical
15258,CS26257,Hector Jimenez,Partial High School,Clerical
